videoWebUrl,submittedVideoUrl,input,cid,createTime,createTimeISO,text,diggCount,likedByAuthor,pinnedByAuthor,repliesToId,replyCommentTotal,uid,uniqueId,avatarThumbnail,mentions,detailedMentions
https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,7475753838714422272,1740584596,2025-02-26T15:43:16.000Z,FOOD WASTE SAATTTTTTT,6,FALSE,0.0,,0.0,6876747670632498176,digebugin,https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/4dc62cc2a10bc98e3b1cfa865b071892~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d3dfe79d&x-expires=1749708000&x-signature=PZIgpGn13%2Bx6l5L6%2BKJp2%2FcKPcY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,7487866132785251328,1743404715,2025-03-31T07:05:15.000Z,ok gas ok gas ok gas,0,FALSE,0.0,,0.0,7432513162518512640,mario.rio326,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/923600921709118f121919c23148e726~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c37efc9b&x-expires=1749708000&x-signature=8P%2FyPtTRiLgHa9wjrKv0VrksahY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,7494863595429659648,1745033936,2025-04-19T03:38:56.000Z,"Stop,MBG",0,FALSE,0.0,,0.0,7230799585941373952,banuasisimamora,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/5e7e4814bde8936bc455e5d6ab320144~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7297681b&x-expires=1749708000&x-signature=buJZNeDk8dH%2F9Ew%2FDas1VrMaPJs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,7475654420312785920,1740561451,2025-02-26T09:17:31.000Z,Program yg dipaksakan pasti ujung²nya bermasalah 😩😩😩,1079,FALSE,0.0,,9.0,7344931742065198080,liyana.zahirah04,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/a8106c78ae0e3facb8ef12c4722f79b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=763b2c8f&x-expires=1749708000&x-signature=PsR7GDEb8YoZP1Uta3gPbGGwhek%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,7475670052399776768,1740565084,2025-02-26T10:18:04.000Z,jangan gitu ntr dimarahin sma om botak yg skr udh jadi staff khusus..😁😁😁,2495,FALSE,0.0,,54.0,7204770969944163328,adi.arditya,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/660efb497c28c63302e669f30f4326ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=15777af3&x-expires=1749708000&x-signature=ZwekKLuevjtt89fxJawEs5vQ8Lw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,7475681303368991744,1740567706,2025-02-26T11:01:46.000Z,kata ternak mulyono perbanyak bersyukur 😂,461,FALSE,0.0,,5.0,6977625954248442880,bangbro373,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/23b9847d2b26142c1791c7027f7ad979~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dcab713d&x-expires=1749708000&x-signature=8VGPYtQ26p%2FOH%2BmmJTcfrepxQtE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,7475701630769742848,1740572439,2025-02-26T12:20:39.000Z,suruh deddy co buzzer makan nya,517,FALSE,0.0,,6.0,7115031460340024320,athaya855,https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/0744b49708273db3e8fc32334fb53479~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0e6ff292&x-expires=1749708000&x-signature=Y%2FtAYk4CprKIMOq75XP8q%2FUVi3Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,7475709837272876032,1740574363,2025-02-26T12:52:43.000Z,pantesan anies kasih angka 11 dari 100.,219,FALSE,0.0,,0.0,6928704517462950912,tangkaidauntanpabunga,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/bbc271b24829f7073b389e555c0885d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a7667d22&x-expires=1749708000&x-signature=aNM%2BMhPuTxEZTG3KPn%2F7GVTJVrI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,7475728072169014272,1740578605,2025-02-26T14:03:25.000Z,takut adeknya dikatain anak abah.😭,235,FALSE,0.0,,1.0,7033554320118744064,riyantdd,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/d5a3a916ad381ac2be1bd0071bb06c21~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fe523863&x-expires=1749708000&x-signature=JsARC2W6uL5pY4g83c1wAtX3wDw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,https://www.tiktok.com/@bbcnewsindonesia/video/7475640912719252754?q=makan%20siang%20gratis&t=1749624419077,7475681597276439552,1740567778,2025-02-26T11:02:58.000Z,hati hati Dedi Corbuzier ngamok,260,FALSE,0.0,,5.0,6724856741588206592,avitex,https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/2678fafe2880881b38c541af5343dbcf~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bc162620&x-expires=1749708000&x-signature=mrn5aNk7RAl8QjV4WrZS%2FDGRcrc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5,[],[]
